# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,装填速度,晃动偏移,反动大小,射速,可用配件1,可用配件2,可用配件3,配件3参数,可用配件4,可用子弹1,子弹1装填数量,子弹1发射类型,子弹1后坐力,可用子弹2,子弹2装填数量,子弹2发射类型,子弹2后坐力,可用子弹3,子弹3装填数量,子弹3发射类型,子弹3后坐力,可用子弹4,子弹4装填数量,子弹4发射类型,子弹4后坐力,可用子弹5,子弹5装填数量,子弹5发射类型,子弹5后坐力,可用子弹6,子弹6装填数量,子弹6发射类型,子弹6后坐力,可用子弹7,子弹7装填数量,子弹7发射类型,子弹7后坐力,可用子弹8,子弹8装填数量,子弹8发射类型,子弹8后坐力,可用子弹9,子弹9装填数量,子弹9发射类型,子弹9后坐力,可用子弹10,子弹10装填数量,子弹10发射类型,子弹10后坐力,可用子弹11,子弹11装填数量,子弹11发射类型,子弹11后坐力,可用子弹12,子弹12装填数量,子弹12发射类型,子弹12后坐力,可用子弹13,子弹13装填数量,子弹13发射类型,子弹13后坐力,可用子弹14,子弹14装填数量,子弹14发射类型,子弹14后坐力,可用子弹15,子弹15装填数量,子弹15发射类型,子弹15后坐力,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
114700,Helldiver·III,,1,14,ep_yanhl_08,1,1,1,2,1,5,2,0,0,1,0,0,3200000,16000,0,0,0,,350684,350684,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,383,0,-17,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,383,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,6,,小,通常弹2级,6,,小,散弹1级,6,,中,散弹2级,4,,中,散弹3级,4,,中,火焰弹,10,速射3发,小,贯通弹1级,4,,中,贯通弹2级,3,速射3发,中,贯通弹3级,3,,中,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10193,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.45,,,,4.45,,,,,,,,,,,,,,,,
51713,天雷之击,,1,7,ep_wll_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350687,350687,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,193,0,-12,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,193,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,6,速射3发,小,通常弹3级,6,,小,电击弹,6,速射3发,小,散弹1级,6,,小,散弹2级,5,,小,散弹3级,4,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10196,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.41,,,,,4.41,,,,,,,,,,,,,,,
113703,天雷之击【裂山】,,1,11,ep_wll_08,1,1,1,2,1,5,2,0,0,1,0,0,1600000,8000,0,0,0,,350687,350687,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,294,0,-13,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,294,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,7,速射3发,小,通常弹3级,6,,小,电击弹,7,速射3发,小,散弹1级,6,,小,散弹2级,5,,小,散弹3级,5,速射3发,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10196,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.61,,,,,4.61,,,,,,,,,,,,,,,
114703,天雷之击【分天】,,1,15,ep_wll_08,1,1,1,2,1,5,2,0,0,1,0,0,4000000,20000,0,0,0,,350687,350687,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,406,0,-14,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,406,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,速射3发,小,通常弹3级,6,,小,电击弹,8,速射3发,小,散弹1级,6,,小,散弹2级,5,,小,散弹3级,6,速射3发,小,贯通弹1级,5,,小,贯通弹2级,4,,小,贯通弹3级,3,,小,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10196,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.33,,,,,4.33,,,,,,,,,,,,,,,
51714,Pyrepage,,1,6,ep_nl_08,1,1,1,2,1,5,2,0,0,1,0,0,200000,1000,0,0,0,,350686,350686,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,139,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,6,,小,通常弹2级,6,,小,通常弹3级,4,,小,贯通弹1级,6,蓄力,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10195,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.6,,,,,,,,,,,,,,,,,,,,
113704,Pyrepage·II,,1,10,ep_nl_08,1,1,1,2,1,5,2,0,0,1,0,0,1200000,6000,0,0,0,,350686,350686,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,3,10,198,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,198,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,6,,小,通常弹2级,6,,小,通常弹3级,5,,小,贯通弹1级,6,蓄力,小,贯通弹2级,5,,中,贯通弹3级,4,,中,火焰弹,5,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10195,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.37,,,,3.37,,,,,,,,,,,,,,,,
114704,Pyrepage·III,,1,14,ep_nl_08,1,1,1,2,1,5,2,0,0,1,0,0,3200000,16000,0,0,0,,350686,350686,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,3,10,299,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,299,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,小,通常弹2级,8,,小,通常弹3级,6,,小,贯通弹1级,6,,小,贯通弹2级,5,,小,贯通弹3级,4,蓄力,中,火焰弹,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10195,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.47,,,,3.47,,,,,,,,,,,,,,,,
51716,Goldenmark,,1,7,ep_jhl_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350688,350688,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,167,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,167,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,4,,大,通常弹3级,6,蓄力,小,火焰弹,6,,小,散弹1级,4,蓄力,小,贯通弹1级,4,,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10197,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.81,,,,3.81,,,,,,,,,,,,,,,,
113706,Goldenmark·II,,1,11,ep_jhl_08,1,1,1,2,1,5,2,0,0,1,0,0,1600000,8000,0,0,0,,350688,350688,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,250,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,250,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,4,,大,通常弹3级,6,蓄力,小,火焰弹,6,,小,贯通弹1级,4,蓄力,大,贯通弹2级,3,,中,散弹1级,4,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10197,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.93,,,,3.93,,,,,,,,,,,,,,,,
114706,Goldenmark·III,,1,15,ep_jhl_08,1,1,1,2,1,5,2,0,0,1,0,0,4000000,20000,0,0,0,,350688,350688,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,424,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,424,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,4,,大,通常弹3级,6,蓄力,小,火焰弹,6,,小,贯通弹1级,4,蓄力,大,贯通弹2级,3,,小,散弹1级,4,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10197,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.52,,,,4.52,,,,,,,,,,,,,,,,
51720,爆锤响弩·红莲,,1,5,ep_bcl_08,1,1,1,2,1,5,2,0,0,1,0,0,150000,750,0,0,0,,350685,350685,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,112,1,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,112,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,蓄力,小,火焰弹,8,,小,散弹1级,6,蓄力,中,散弹2级,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10194,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.32,1,,,3.32,,,,,,,,,,,,,,,,
113710,爆锤响弩·红莲破,,1,9,ep_bcl_08,1,1,1,2,1,5,2,0,0,1,0,0,800000,4000,0,0,0,,350685,350685,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,225,1,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,225,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,蓄力,小,火焰弹,9,,小,散弹1级,6,蓄力,小,散弹2级,6,蓄力,中,散弹3级,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10194,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.18,1,,,4.18,,,,,,,,,,,,,,,,
114710,爆锤响弩·红莲怒,,1,13,ep_bcl_08,1,1,1,2,1,5,2,0,0,1,0,0,2500000,12500,0,0,0,,350685,350685,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,339,1,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,339,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,蓄力,小,火焰弹,10,,小,散弹1级,6,蓄力,小,散弹2级,6,蓄力,中,散弹3级,6,,中,贯通弹1级,6,蓄力,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10194,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.3,1,,,4.3,,,,,,,,,,,,,,,,
114702,超鬼岛,,1,15,ep_unem007_n,1,1,1,2,1,5,2,0,0,1,0,0,4000000,20000,0,0,0,,350711,350711,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,468,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,468,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,小,通常弹3级,6,,小,贯通弹1级,6,,小,贯通弹3级,6,,小,散弹3级,6,,小,彻甲榴弹1级,6,,小,彻甲榴弹3级,6,,小,灭龙弹,6,,小,致眠弹,6,,小,麻痹弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10004,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.99,,,,,,4.99,,,,,,,,,,,,,,
113702,大鬼岛,,1,11,ep_unem007_n,1,1,1,2,1,5,2,0,0,1,0,0,1600000,8000,0,0,0,,350711,350711,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,315,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,315,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,小,贯通弹1级,5,,小,贯通弹2级,5,,小,散弹1级,5,,小,散弹2级,5,,小,彻甲榴弹1级,5,,小,彻甲榴弹2级,5,,小,灭龙弹,5,,小,致眠弹,5,,小,麻痹弹,5,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10004,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.94,,,,,,4.94,,,,,,,,,,,,,,
112702,鬼岛,,1,7,ep_unem005_n,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350712,350712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,187,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,小,贯通弹1级,4,,小,贯通弹2级,4,,小,散弹1级,4,,小,散弹2级,4,,小,彻甲榴弹1级,4,,小,致眠弹,3,,小,麻痹弹,3,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10004,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.27,,,,,,,,,,,,,,,,,,,,
111702,锈弩,,1,4,ep_unem005_n,1,1,1,2,1,5,2,0,0,1,0,0,10000,50,0,0,0,,350712,350712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,110,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,小,贯通弹1级,3,,小,贯通弹2级,3,,小,散弹1级,3,,小,彻甲榴弹1级,3,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10004,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.81,,,,,,,,,,,,,,,,,,,,
51712,锈蚀弩,,1,1,ep_unem005_n,1,1,1,2,1,5,2,0,0,1,0,0,2000,10,0,0,0,,350712,350712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,40,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,小,贯通弹1级,3,,小,散弹1级,3,,小,彻甲榴弹1级,3,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10004,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.19,,,,,,,,,,,,,,,,,,,,
113153,Scintillator【Flare】,,1,9,ep_xhl_08,1,1,1,2,1,5,2,0,0,1,0,0,800000,4000,0,0,0,,350025,350025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,233,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,233,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,小,通常弹2级,5,速射3发,中,散弹1级,3,,中,散弹2级,5,速射3发,中,火焰弹,9,速射3发,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10146,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.33,,,,4.33,,,,,,,,,,,,,,,,
114153,Scintillator【Surge】,,1,13,ep_xhl_08,1,1,1,2,1,5,2,0,0,1,0,0,2500000,12500,0,0,0,,350025,350025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,3,10,348,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,348,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,小,通常弹2级,6,速射3发,中,通常弹3级,5,速射3发,中,散弹1级,3,,中,散弹2级,5,速射3发,中,散弹3级,6,,小,火焰弹,9,速射3发,小,彻甲榴弹1级,3,速射3发,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10146,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.42,,,,4.42,,,,,,,,,,,,,,,,
51718,Bone Gun,,1,2,ep_unem002_n,1,1,1,2,1,5,2,0,0,1,0,0,4000,20,0,0,0,,350708,350708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,76,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,猛毒弹,4,速射2发,中,散弹1级,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10123,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.33,,,,,,,,,,,,,,,,,,,,
112708,Bone Gun·II,,1,4,ep_unem002_n,1,1,1,2,1,5,2,0,0,1,0,0,10000,50,0,0,0,,350708,350708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,105,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,猛毒弹,6,速射2发,中,散弹1级,6,速射2发,小,散弹2级,6,速射2发,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10123,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.65,,,,,,,,,,,,,,,,,,,,
113708,Bone Gun·III,,1,8,ep_unem002_n,1,1,1,2,1,5,2,0,0,1,0,0,550000,2750,0,0,0,,350708,350708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,185,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,8,,中,通常弹2级,6,,小,猛毒弹,6,速射3发,中,散弹1级,6,速射3发,小,散弹2级,6,速射3发,小,散弹3级,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10123,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.79,,,,,,,,,,,,,,,,,,,,
