# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,副本中使用次数,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,随机狩猎奖励点,解绑道具,解绑道具数量
11812,武器兑换券,"""<FONT COLOR=\""\#68A16A\"" >使用该券可在活动兑换商店兑换邪魅武器系列时装</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：狩神修罗场</FONT><BR>""",1,2,prop_book_11,1,0,1,1,0,0,0,0,999,0,0,100,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11812,,,,,,,,,,,,,,,,,,,,,,,,,,
11813,朽叶宝箱,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 银币*2w 、大师守护药剂*2、优质魂晶*5</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:失落的世界活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11813,,,,,,,,,,,,,,,,,,,,,,,,,,
11814,赤丹宝箱,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 银币*5w、完美魂晶*5、喵喵币*5</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:失落的世界活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11814,,,,,,,,,,,,,,,,,,,,,,,,,,
11815,金茶宝箱,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 一阶龙晶石*5、古龙精华*5、素材增幅券*2</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:失落的世界活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11815,,,,,,,,,,,,,,,,,,,,,,,,,,
11816,白裙宝箱,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 二阶龙晶石*5、首饰玉*5、山菜券*2</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:失落的世界活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11816,,,,,,,,,,,,,,,,,,,,,,,,,,
11817,菖蒲宝箱,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 三阶龙晶石*5、项链晶石*8、首饰玉*5、防具直升卷轴碎片（175级）*5</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:失落的世界活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11817,,,,,,,,,,,,,,,,,,,,,,,,,,
11818,每日宝箱·壹,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 艾露素材熔剂*1；怪物素材包*2；二阶奇烈结晶*2</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,,,,,,,,,,,,,,,,,,,,,,,,,,
11819,每日宝箱·贰,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 首饰玉*1；艾露素材熔剂*2；二阶奇烈结晶*4</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11819,,,,,,,,,,,,,,,,,,,,,,,,,,
11820,每日宝箱·叁,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 古龙精华G*1；喵喵币*1；二阶奇烈结晶*6</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11820,,,,,,,,,,,,,,,,,,,,,,,,,,
11821,每日宝箱·肆,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 怪力之种*1；素材增幅券*1；二阶奇烈结晶*8；银币*5w</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11821,,,,,,,,,,,,,,,,,,,,,,,,,,
11822,每日宝箱·伍,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 遗迹石板*1；175级防具直升卷轴碎片*1；二阶奇烈结晶*10</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11822,,,,,,,,,,,,,,,,,,,,,,,,,,
11823,周宝箱·壹,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 一阶龙晶石*10；项链晶石*2；二阶奇烈结晶*10</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11823,,,,,,,,,,,,,,,,,,,,,,,,,,
11824,周宝箱·贰,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 遗迹石板*3；武器直升卷轴碎片（175级）*2；项链晶石*3；二阶奇烈结晶*15</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11824,,,,,,,,,,,,,,,,,,,,,,,,,,
11825,周宝箱·叁,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 山菜券*2；武器直升卷轴碎片（175级）*3；二阶奇烈结晶*30</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源:日常活动</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11825,,,,,,,,,,,,,,,,,,,,,,,,,,
11826,武器直升卷轴碎片（175级）,"""<FONT COLOR=\""\#68A16A\"" >21张该券可在露娜的活动兑换商店兑换武器直升卷轴（175级）*1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：活动</FONT><BR>""",1,2,prop_book_11,1,0,1,1,0,2,0,0,999,0,0,100,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11826,,,,,,,,,,,,,,,,,,,,,,,,,,
11827,防具直升卷轴碎片（175级）,"""<FONT COLOR=\""\#68A16A\"" >21张该券可在露娜的活动兑换商店兑换防具直升卷轴（175级）*1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：活动</FONT><BR>""",1,2,prop_book_13,1,0,1,1,0,2,0,0,999,0,0,100,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11827,,,,,,,,,,,,,,,,,,,,,,,,,,
11828,Elite! Stygian Zinogre Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “精英！狱狼龙“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,421004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11828,,,,,,,,,,,,,,,,,,,,,,,,,,
11829,Expert! Stygian Zinogre Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “高难度！狱狼龙“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,414050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11829,,,,,,,,,,,,,,,,,,,,,,,,,,
11830,Raging currents Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “狂澜怒涛“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,281038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11830,,,,,,,,,,,,,,,,,,,,,,,,,,
11831,Fierce! Stygian Zinogre Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “突破！狱狼龙“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,421006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11831,,,,,,,,,,,,,,,,,,,,,,,,,,
11832,Forbidden! Stygian Zinogre Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “绝禁！狱狼龙“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,421005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11832,,,,,,,,,,,,,,,,,,,,,,,,,,
11833,Hell's gate Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “狱界门番“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,214042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11833,,,,,,,,,,,,,,,,,,,,,,,,,,
11834,Burning National Crisis Bag,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain the end hunt rewards from the quest “炎之国大危机“</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Reward after finishing a hunt using a package ticket</FONT><BR>""",1,4,HD_Pack04_s,1,0,1,1,1,0,0,0,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,关卡道具开包,414104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11834,,,,,,,,,,,,,,,,,,,,,,,,,,
11835,全框眼镜碎片,"""<FONT COLOR=\""\#68A16A\"" >集齐50张碎片可在活动商店兑换全框眼镜无时限*1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：足球大战</FONT><BR>""",1,2,prop_hd_47,1,0,1,1,0,2,0,0,999,0,0,100,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11835,,,,,,,,,,,,,,,,,,,,,,,,,,
11836,足球礼包,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 世界传声筒*1；艾露素材溶剂*2；项链晶石*1；首饰玉*1；眼镜碎片*1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：足球大战</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11836,,,,,,,,,,,,,,,,,,,,,,,,,,
11837,足球大战·壹,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 三阶龙晶石*60；首饰玉*40；项链晶石*40</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：足球大战</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">足球大战第1名</FONT>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11837,,,,,,,,,,,,,,,,,,,,,,,,,,
11838,足球大战·贰,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 三阶龙晶石*40；首饰玉*30；项链晶石*30</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：足球大战</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">足球大战第2名~第5名</FONT>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11838,,,,,,,,,,,,,,,,,,,,,,,,,,
11839,足球大战·叁,"""<FONT COLOR=\""\#68A16A\"" >使用：获得 二阶龙晶石*40；首饰玉*20；项链晶石*20</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：足球大战</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">足球大战第6名~第15名</FONT>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11839,,,,,,,,,,,,,,,,,,,,,,,,,,
11840,星盘礼·I,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁1个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840,,,,,,,,,,,,,,,,,,,,,,,,,,
11841,星盘礼·II,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁2个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11841,,,,,,,,,,,,,,,,,,,,,,,,,,
11842,星盘礼·III,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁3个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11842,,,,,,,,,,,,,,,,,,,,,,,,,,
11843,星盘礼·IV,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁4个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11843,,,,,,,,,,,,,,,,,,,,,,,,,,
11844,星盘礼·V,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁5个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11844,,,,,,,,,,,,,,,,,,,,,,,,,,
11845,星盘礼·陆,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁6个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11845,,,,,,,,,,,,,,,,,,,,,,,,,,
11846,星盘礼·柒,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁7个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11846,,,,,,,,,,,,,,,,,,,,,,,,,,
11847,星盘礼·捌,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁8个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11847,,,,,,,,,,,,,,,,,,,,,,,,,,
11848,星盘礼·玖,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁9个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11848,,,,,,,,,,,,,,,,,,,,,,,,,,
11849,星盘礼·拾,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁10个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11849,,,,,,,,,,,,,,,,,,,,,,,,,,
11850,星盘礼·拾壹,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁11个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11850,,,,,,,,,,,,,,,,,,,,,,,,,,
11851,星盘礼·拾贰,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁12个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11851,,,,,,,,,,,,,,,,,,,,,,,,,,
11852,星盘达人礼包,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后可获得艾露素材溶剂x2,随机2~6点狩魂点,随机2~6点烈魂点,并有一定概率获得菲菲的星盘精华*1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">累计解锁10颗星后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11852,,,,,,,,,,,,,,,,,,,,,,,,,,
11853,菲菲的随机福袋,"""<FONT COLOR=\""\#68A16A\"" >蕴含神秘的星座之力，可在活动公告面板上打开的星盘中使用，使用后可以点亮星盘随机的一颗星辰（可能重复点亮）,7月3号8点回收</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：活动、星盘委托</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">活动道具</FONT>""",1,4,gifts_festivals_green,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11853,,,,,,,,,,,,,,,,,,,,,,,,,,
11854,Astrolabel Star Stone,"""<FONT COLOR=\""\#68A16A\"" >黄道十二星座星盘的精华，可以锻造更为高级的奖励，7月10日23:59回收 </FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：星盘活动</FONT><BR>""",1,4,StarStone_07,1,0,1,1,10,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11854,,,,,,,,,,,,,,,,,,,,,,,,,,
11855,PvP Ticket,"""<FONT COLOR=\""\#68A16A\"" >集齐7张后，可在活动界面中兑换喜欢的武器外观。2019年1月28日23：59回收</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：活动</FONT><BR>""",1,4,prop_book_10,1,0,1,1,0,2,0,0,999,0,0,100,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11855,,,,,,,,,,,,,,,,,,,,,,,,,,
11856,冰淞武器兑换券,"""<FONT COLOR=\""\#68A16A\"" >使用该券，可以在露娜的活动兑换商店兑换冰淞武器S级无时限武器。</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：龙人遗迹</FONT><BR>""",1,2,prop_book_12,1,0,1,1,0,2,0,0,999,0,0,100,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11856,,,,,,,,,,,,,,,,,,,,,,,,,,
