# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,气刃槽最大值,衰减速度,LV1时间,LV2时间,LV3时间,维持满状态时间,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
153025,毒突双铗·三啄,,1,8,ep_dgn_14,1,1,1,2,1,6,2,0,0,1,0,0,550000,2750,0,0,0,,360007,360007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,160,0,0,1750000,120000,300000,900000,1400000,2050000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10108,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.28,,,,,,,,,,,,,,,,,0.72,,,
154025,毒突双铗·无尽啄,,1,12,ep_dgn_14,1,1,1,2,1,6,2,0,0,1,0,0,2000000,10000,0,0,0,,360007,360007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,234,0,0,2250000,120000,300000,900000,1400000,2050000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,51,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10108,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.28,,,,,,,,,,,,,,,,,0.72,,,
152109,凶祸雷击改,,1,5,ep_dl_14,1,1,1,2,1,6,2,0,0,1,0,0,150000,750,0,0,0,,360012,360012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,114,0,0,1250000,150000,800000,1450000,2250000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,63,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10114,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.38,,,,,1.87,,,,,,,,,,,,,,,
153109,凶祸雷击·扣留者,,1,8,ep_dl_14,1,1,1,2,1,6,2,0,0,1,0,0,550000,2750,0,0,0,,360012,360012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,163,0,0,1750000,150000,800000,1450000,2100000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,73,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10114,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.33,,,,,1.49,,,,,,,,,,,,,,,
154109,凶祸雷击【钥】,,1,12,ep_dl_14,1,1,1,2,1,6,2,0,0,1,0,0,2000000,10000,0,0,0,,360012,360012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,235,0,0,2250000,150000,800000,1450000,2100000,2600000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,115,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10114,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.3,,,,,1.61,,,,,,,,,,,,,,,
153226,弧光天触【阳电】,,1,9,ep_nby_14,1,1,1,2,1,6,2,0,0,1,0,0,800000,4000,0,0,0,,360073,360073,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,176,0,0,1750000,330000,660000,990000,1320000,1650000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,37,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10145,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.27,,,,,0.7,,,,,,,,,,,,,,,
154226,弧光天触【阴电】,,1,13,ep_nby_14,1,1,1,2,1,6,2,0,0,1,0,0,2500000,12500,0,0,0,,360073,360073,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,284,0,0,2250000,330000,660000,990000,1320000,1650000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,63,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10145,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.6,,,,,0.8,,,,,,,,,,,,,,,
152003,獠牙双钩=巨齿,,1,4,ep_dyzw_14,1,1,1,2,1,6,2,0,0,1,0,0,10000,50,0,0,0,,360003,360003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,129,0,0,1250000,200000,1050000,2250000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10103,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.5,,,,,,,,,,,,,,,,,,,,
153003,獠牙双钩=碎木,,1,8,ep_dyzw_14,1,1,1,2,1,6,2,0,0,1,0,0,550000,2750,0,0,0,,360003,360003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,244,0,0,1750000,200000,1050000,1800000,2750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10103,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,5,,,,,,,,,,,,,,,,,,,,
154003,獠牙双钩=崩铁,,1,12,ep_dyzw_14,1,1,1,2,1,6,2,0,0,1,0,0,2000000,10000,0,0,0,,360003,360003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,348,0,0,2250000,200000,1050000,1800000,2400000,3250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10103,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.89,,,,,,,,,,,,,,,,,,,,
152042,招潮双刃=骨雕,,1,5,ep_dx_14,1,1,1,2,1,6,2,0,0,1,0,0,150000,750,0,0,0,,360010,360010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,113,1,0,1250000,100000,500000,1000000,1500000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10112,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.34,1,,0.93,,,,,,,,,,,,,,,,,
153042,招潮双刃=牙雕,,1,8,ep_dx_14,1,1,1,2,1,6,2,0,0,1,0,0,550000,2750,0,0,0,,360010,360010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,163,1,0,1750000,100000,500000,1000000,1500000,2150000,2750000,4000000,4000000,4000000,4000000,300,0,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10112,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.34,1,,0.93,,,,,,,,,,,,,,,,,
154042,招潮双刃=玉雕,,1,12,ep_dx_14,1,1,1,2,1,6,2,0,0,1,0,0,2000000,10000,0,0,0,,360010,360010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,238,1,0,2250000,100000,500000,1000000,1500000,2150000,2450000,3250000,4000000,4000000,4000000,300,0,66,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10112,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.34,1,,0.93,,,,,,,,,,,,,,,,,
152012,怪鸟双煞=啄啄,,1,4,ep_bgn_14,1,1,1,2,1,6,2,0,0,1,0,0,10000,50,0,0,0,,360004,360004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,101,0,10,1250000,150000,600000,1100000,2250000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,22,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10104,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.51,,,,0.78,,,,,,,,,,,,,,,,
153012,怪鸟双煞=啄四下,,1,8,ep_bgn_14,1,1,1,2,1,6,2,0,0,1,0,0,550000,2750,0,0,0,,360004,360004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,190,0,10,1750000,150000,600000,1100000,1900000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,40,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10104,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,0.83,,,,,,,,,,,,,,,,
154012,怪鸟双煞=啄六下,,1,12,ep_bgn_14,1,1,1,2,1,6,2,0,0,1,0,0,2000000,10000,0,0,0,,360004,360004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,275,0,10,2250000,150000,600000,1100000,1900000,2300000,3250000,4000000,4000000,4000000,4000000,300,0,0,64,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10104,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.86,,,,0.9,,,,,,,,,,,,,,,,
153144,龙炎爆裂【霄】,,1,9,ep_chl_14,1,1,1,2,1,6,2,0,0,1,0,0,800000,4000,0,0,0,,360021,360021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,168,0,0,1750000,600000,750000,900000,1450000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,47,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10135,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.12,,,,,,,,,,,,,,,,,0.88,,,
154144,龙炎爆裂【霞】,,1,13,ep_chl_14,1,1,1,2,1,6,2,0,0,1,0,0,2500000,12500,0,0,0,,360021,360021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,263,0,0,2250000,600000,750000,900000,1450000,2450000,2600000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,87,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10135,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.34,,,,,,,,,,,,,,,,,1.1,,,
153222,灼热双刃【焚木】,,1,10,ep_cahl_14,1,1,1,2,1,6,2,0,0,1,0,0,1200000,6000,0,0,0,,360216,360216,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,187,0,11,1750000,330000,480000,630000,980000,1440000,2160000,2750000,4000000,4000000,4000000,300,0,0,40,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10149,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.17,,,,0.68,,,,,,,,,,,,,,,,
154222,灼热双刃【融铁】,,1,14,ep_cahl_14,1,1,1,2,1,6,2,0,0,1,0,0,3200000,16000,0,0,0,,360216,360216,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,274,0,13,2250000,330000,480000,630000,980000,1440000,2160000,3250000,4000000,4000000,4000000,300,0,0,61,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10149,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.18,,,,0.71,,,,,,,,,,,,,,,,
153629,琥珀冰封【寒凝】,,1,10,ep_byl_14,1,1,1,2,1,6,2,0,0,1,0,0,1200000,6000,0,0,0,,360547,360547,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,189,0,11,1750000,360000,650000,940000,1550000,2160000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,62,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10181,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.22,,,,,,,1.05,,,,,,,,,,,,,
154629,琥珀冰封【永封】,,1,14,ep_byl_14,1,1,1,2,1,6,2,0,0,1,0,0,3200000,16000,0,0,0,,360547,360547,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,265,0,14,2250000,360000,650000,940000,1550000,2160000,2650000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,86,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10181,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.08,,,,,,,1,,,,,,,,,,,,,
153123,冰脉锤剑【寂】,,1,8,ep_bln_14,1,1,1,2,1,6,2,0,0,1,0,0,550000,2750,0,0,0,,360207,360207,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,178,0,-7,1750000,500000,750000,900000,1550000,2150000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,39,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10125,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.65,,,,,,,0.81,,,,,,,,,,,,,
154123,冰脉锤剑【静】,,1,12,ep_bln_14,1,1,1,2,1,6,2,0,0,1,0,0,2000000,10000,0,0,0,,360207,360207,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,260,0,-7,2250000,500000,750000,900000,1550000,2150000,2550000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,58,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10125,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.65,,,,,,,0.81,,,,,,,,,,,,,
153587,撼震双擂·宏,,1,10,ep_byjl_14,1,1,1,2,1,6,2,0,0,1,0,0,1200000,6000,0,0,0,,360442,360442,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,229,0,-4,1750000,90000,180000,270000,1000000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10166,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,,,,,,,,,,,,,,,,,
154587,撼震双擂·玄妙,,1,14,ep_byjl_14,1,1,1,2,1,6,2,0,0,1,0,0,3200000,16000,0,0,0,,360442,360442,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,365,0,5,2250000,90000,180000,270000,1000000,2300000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10166,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.24,,,,,,,,,,,,,,,,,,,,
153569,双龙剑=百破,,1,11,ep_lsl_14,1,1,1,2,1,6,2,0,0,1,0,0,1600000,8000,0,0,0,,360549,360549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,174,0,10,1750000,350000,800000,1040000,1470000,1890000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,99,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10186,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.73,,,,,,1.56,,,,,,,,,,,,,,
154569,双龙剑=千绝,,1,15,ep_lsl_14,1,1,1,2,1,6,2,0,0,1,0,0,4000000,20000,0,0,0,,360549,360549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,250,0,8,2250000,350000,800000,1040000,1470000,1890000,2450000,3250000,4000000,4000000,4000000,300,0,0,0,0,143,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10186,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.67,,,,,,1.52,,,,,,,,,,,,,,
431260,魔钢双轮·S,7天时装武器<BR>蒸汽朋克风格S级双刀时装。浓浓的旧工业时代烙印，每一片齿轮，每一寸钢铁都彰显那个时代特有的力量。,1,4,ep_masp018_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360692,360692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431261,魔钢双轮·S,30天时装武器<BR>蒸汽朋克风格S级双刀时装。浓浓的旧工业时代烙印，每一片齿轮，每一寸钢铁都彰显那个时代特有的力量。,1,4,ep_masp018_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360692,360692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431262,魔钢双轮·S,365天时装武器<BR>蒸汽朋克风格S级双刀时装。浓浓的旧工业时代烙印，每一片齿轮，每一寸钢铁都彰显那个时代特有的力量。,1,4,ep_masp018_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360692,360692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
