# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,物品过期Tag,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
66915,Farunokku Greaves·R,Utilizing the glamorous properties of Farunokku with its materials，This armor set will always put you in the spotlight whenever you are in the public eye.,1,12,ep_em071_04,1,0,1,2,2,5,2,0,0,1,0,0,200000,400,0,0,0,511899,521899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,102,,,,,,,,,,,,,,,,,,,,,,,,-2,0,6,0,-2,,,,,,,,,,,97,2,55,4,23,3,115,3,113,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60218,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66916,Farunokku Cap·R,Utilizing the glamorous properties of Farunokku with its materials，This armor set will always put you in the spotlight whenever you are in the public eye.,1,12,ep_em071_01,1,0,1,2,2,1,2,0,0,1,0,0,200000,400,0,0,0,112899,122899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,61.2,,,,,,,,,,,,,,,,,,,,,,,,-2,0,5,0,-2,,,,,,,,,,,97,2,55,3,23,3,115,4,113,-3,0,0,,,,,,,,Y,,,1,1,1,,,,60218,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66917,Farunokku Guards·R,Utilizing the glamorous properties of Farunokku with its materials，This armor set will always put you in the spotlight whenever you are in the public eye.,1,12,ep_em071_03,1,0,1,2,2,2,2,0,0,1,0,0,200000,400,0,0,0,212899,222899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,61.2,,,,,,,,,,,,,,,,,,,,,,,,-1,0,5,0,-1,,,,,,,,,,,97,1,55,2,23,3,115,3,113,-3,0,0,,,,,,,,Y,,,1,1,1,,,,60218,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66918,Farunokku Armor·R,Utilizing the glamorous properties of Farunokku with its materials，This armor set will always put you in the spotlight whenever you are in the public eye.,1,12,ep_em071_02,1,0,1,2,2,3,2,0,0,1,0,0,200000,400,0,0,0,312899,322899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,61.2,,,,,,,,,,,,,,,,,,,,,,,,-2,0,6,0,-2,,,,,,,,,,,97,3,55,3,23,3,115,3,113,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60218,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66919,Farunokku Coat·R,Utilizing the glamorous properties of Farunokku with its materials，This armor set will always put you in the spotlight whenever you are in the public eye.,1,12,ep_em071_05,1,0,1,2,2,4,2,0,0,1,0,0,200000,400,0,0,0,412899,422899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,61.2,,,,,,,,,,,,,,,,,,,,,,,,-2,0,5,0,-2,,,,,,,,,,,97,2,55,3,23,3,115,2,113,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60218,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66920,Farunokku Leggings·R,Utilizing the glamorous properties of Farunokku with its materials，This armor set will always put you in the spotlight whenever you are in the public eye.,1,12,ep_em071_04,1,0,1,2,2,5,2,0,0,1,0,0,200000,400,0,0,0,512899,522899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,61.2,,,,,,,,,,,,,,,,,,,,,,,,-1,0,5,0,-1,,,,,,,,,,,97,2,55,4,23,3,115,3,113,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60218,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66921,Shadow Helm·X,让人以为是迅龙头部的黑头盔。从护额深处窥视的双眸，使被注视着如同被鬼魅缠身。,1,19,ep_em092_u01_01,1,0,1,2,2,1,2,0,0,1,0,0,850000,1500,0,0,0,111927,121927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,158,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-1,0,3,,,,,,,,,,,515,4,3,4,69,3,171,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,
66922,Shadow Brace·X,让人联想到Narga爪的黑色 Braces，穿着者的手指会像细蛇一样缠住武器。,1,19,ep_em092_u01_03,1,0,1,2,2,2,2,0,0,1,0,0,850000,1500,0,0,0,211927,221927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,158,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-1,0,3,,,,,,,,,,,515,4,3,4,54,3,171,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,
66923,Shadow Mail·X,如同Narga身体的黑色 Mail，夜黑色的鳞片潜藏着危险，诱惑着每个看见它的人。,1,19,ep_em092_u01_02,1,0,1,2,2,3,2,0,0,1,0,0,850000,1500,0,0,0,311927,321927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,158,,,,,,,,,,,,,,,,,,,,,,,,6,-2,-1,0,3,,,,,,,,,,,515,4,3,4,69,3,54,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,
66924,Shadow Faulds·X,宛如迅龙翼一般的黑色腰带。用带有光泽的毛织成的带子，散发着魔性的香气。,1,19,ep_em092_u01_05,1,0,1,2,2,4,2,0,0,1,0,0,850000,1500,0,0,0,411927,421927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,158,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-2,0,3,,,,,,,,,,,515,4,3,4,54,3,109,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,
66925,Shadow Greaves·X,让人联想到迅龙四肢的黑裤。优美的曲线令无数人倾倒。,1,19,ep_em092_u01_04,1,0,1,2,2,5,2,0,0,1,0,0,850000,1500,0,0,0,511927,521927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,158,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-1,0,3,,,,,,,,,,,515,4,3,4,69,3,109,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,
66926,Shadow Cap·X,在黑夜中才能制作的战帽。在暗影中迅速移动，让人感受不到其存在。,1,19,ep_em092_u01_01,1,0,1,2,2,1,2,0,0,1,0,0,850000,1500,0,0,0,112927,122927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,94.8,,,,,,,,,,,,,,,,,,,,,,,,4,-1,-1,0,3,,,,,,,,,,,515,4,3,4,112,3,171,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,
66927,Shadow Guards·X,以暗夜为模型制作的护手。如果手中的武器会发光，看上去就会像空中的月亮一样。,1,19,ep_em092_u01_03,1,0,1,2,2,2,2,0,0,1,0,0,850000,1500,0,0,0,212927,222927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,94.8,,,,,,,,,,,,,,,,,,,,,,,,4,-1,-1,0,2,,,,,,,,,,,515,4,3,4,54,3,171,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,
66928,Shadow Vest·X,以黑夜为目标设计的护甲。表面的反光让人联想起美丽尾巴带动的流星。,1,19,ep_em092_u01_02,1,0,1,2,2,3,2,0,0,1,0,0,850000,1500,0,0,0,312927,322927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,94.8,,,,,,,,,,,,,,,,,,,,,,,,5,-2,-1,0,3,,,,,,,,,,,515,4,3,4,112,3,54,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,
66929,Shadow Coat·X,黑夜化身的护腰。穿着者的影子似乎都会更黑。,1,19,ep_em092_u01_05,1,0,1,2,2,4,2,0,0,1,0,0,850000,1500,0,0,0,412927,422927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,94.8,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-2,0,3,,,,,,,,,,,515,4,3,4,54,3,130,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,
66930,Shadow Leggings·X,将黑夜具现化的护腿。在暗中奔跑的隐秘姿态令人毛骨悚然。,1,19,ep_em092_u01_04,1,0,1,2,2,5,2,0,0,1,0,0,850000,1500,0,0,0,512927,522927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,94.8,,,,,,,,,,,,,,,,,,,,,,,,4,-1,-1,0,2,,,,,,,,,,,515,4,3,4,112,3,130,3,2,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60219,150,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,
66931,Firethorn Helm·S,使用了棘茶龙素材的头部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,11,ep_em036_u01_01,1,0,1,2,2,1,2,0,0,1,0,0,160000,320,0,0,0,111929,121929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,82,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,4,12,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66932,Firethorn Brace·S,使用了棘茶龙素材的腕部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,11,ep_em036_u01_03,1,0,1,2,2,2,2,0,0,1,0,0,160000,320,0,0,0,211929,221929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,82,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,4,12,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66933,Firethorn Mail·S,使用了棘茶龙素材的胴部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,11,ep_em036_u01_02,1,0,1,2,2,3,2,0,0,1,0,0,160000,320,0,0,0,311929,321929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,82,,,,,,,,,,,,,,,,,,,,,,,,-1,6,0,2,-2,,,,,,,,,,,97,2,3,4,57,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66934,Firethorn Faulds·S,使用了棘茶龙素材的腰部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,11,ep_em036_u01_05,1,0,1,2,2,4,2,0,0,1,0,0,160000,320,0,0,0,411929,421929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,82,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-3,,,,,,,,,,,97,2,3,4,57,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66935,Firethorn Greaves·S,使用了棘茶龙素材的腿部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,11,ep_em036_u01_04,1,0,1,2,2,5,2,0,0,1,0,0,160000,320,0,0,0,511929,521929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,82,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,4,57,3,12,3,21,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66936,Firethorn Cap·S,使用棘茶龙素材制作的头部防具，无论何人都不可侵犯毒火之主。,1,11,ep_em036_u01_01,1,0,1,2,2,1,2,0,0,1,0,0,160000,320,0,0,0,112929,122929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,49.2,,,,,,,,,,,,,,,,,,,,,,,,-1,4,0,2,-1,,,,,,,,,,,97,2,3,4,12,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66937,Firethorn Guards·S,使用棘茶龙素材制作的腕部防具，无论何人都不可侵犯毒火之主。,1,11,ep_em036_u01_03,1,0,1,2,2,2,2,0,0,1,0,0,160000,320,0,0,0,212929,222929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,49.2,,,,,,,,,,,,,,,,,,,,,,,,-1,4,0,2,-2,,,,,,,,,,,97,2,3,4,12,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66938,Firethorn Vest·S,使用棘茶龙素材制作的胴部防具，无论何人都不可侵犯毒火之主。,1,11,ep_em036_u01_02,1,0,1,2,2,3,2,0,0,1,0,0,160000,320,0,0,0,312929,322929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,49.2,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-1,,,,,,,,,,,97,2,3,4,57,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66939,Firethorn Coat·S,使用棘茶龙素材制作的腰部防具，无论何人都不可侵犯毒火之主。,1,11,ep_em036_u01_05,1,0,1,2,2,4,2,0,0,1,0,0,160000,320,0,0,0,412929,422929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,49.2,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,4,57,3,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66940,Firethorn Pants·S,使用棘茶龙素材制作的腿部防具，无论何人都不可侵犯毒火之主。,1,11,ep_em036_u01_04,1,0,1,2,2,5,2,0,0,1,0,0,160000,320,0,0,0,512929,522929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,49.2,,,,,,,,,,,,,,,,,,,,,,,,-1,4,0,2,-1,,,,,,,,,,,97,2,3,4,57,3,12,3,21,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66941,Firethorn Helm·R,使用了棘茶龙素材的头部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,15,ep_em036_u01_01,1,0,1,2,2,1,2,0,0,1,0,0,400000,800,0,0,0,111929,121929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,120,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,5,12,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66942,Firethorn Brace·R,使用了棘茶龙素材的腕部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,15,ep_em036_u01_03,1,0,1,2,2,2,2,0,0,1,0,0,400000,800,0,0,0,211929,221929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,120,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,5,12,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66943,Firethorn Mail·R,使用了棘茶龙素材的胴部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,15,ep_em036_u01_02,1,0,1,2,2,3,2,0,0,1,0,0,400000,800,0,0,0,311929,321929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,120,,,,,,,,,,,,,,,,,,,,,,,,-1,6,0,2,-2,,,,,,,,,,,97,2,3,5,57,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66944,Firethorn Faulds·R,使用了棘茶龙素材的腰部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,15,ep_em036_u01_05,1,0,1,2,2,4,2,0,0,1,0,0,400000,800,0,0,0,411929,421929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,120,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-3,,,,,,,,,,,97,2,3,5,57,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66945,Firethorn Greaves·R,使用了棘茶龙素材的腿部防具，寄宿着棘茶龙灵魂的素材可以磨炼猎人意志力。,1,15,ep_em036_u01_04,1,0,1,2,2,5,2,0,0,1,0,0,400000,800,0,0,0,511929,521929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,120,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,5,57,4,12,4,21,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
66946,Firethorn Cap·R,使用棘茶龙素材制作的头部防具，无论何人都不可侵犯毒火之主。,1,15,ep_em036_u01_01,1,0,1,2,2,1,2,0,0,1,0,0,400000,800,0,0,0,112929,122929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,72,,,,,,,,,,,,,,,,,,,,,,,,-1,4,0,2,-1,,,,,,,,,,,97,2,3,5,12,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66947,Firethorn Guards·R,使用棘茶龙素材制作的腕部防具，无论何人都不可侵犯毒火之主。,1,15,ep_em036_u01_03,1,0,1,2,2,2,2,0,0,1,0,0,400000,800,0,0,0,212929,222929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,72,,,,,,,,,,,,,,,,,,,,,,,,-1,4,0,2,-2,,,,,,,,,,,97,2,3,5,12,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66948,Firethorn Vest·R,使用棘茶龙素材制作的胴部防具，无论何人都不可侵犯毒火之主。,1,15,ep_em036_u01_02,1,0,1,2,2,3,2,0,0,1,0,0,400000,800,0,0,0,312929,322929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,72,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-1,,,,,,,,,,,97,2,3,5,57,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
66949,Firethorn Coat·R,使用棘茶龙素材制作的腰部防具，无论何人都不可侵犯毒火之主。,1,15,ep_em036_u01_05,1,0,1,2,2,4,2,0,0,1,0,0,400000,800,0,0,0,412929,422929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,72,,,,,,,,,,,,,,,,,,,,,,,,-1,5,0,2,-2,,,,,,,,,,,97,2,3,5,57,4,21,-2,,,0,0,,,,,,,,Y,,,1,1,1,,,,60220,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
