# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,超耐槽最大值,超耐值转化系数,额外增加值,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
133752,冰刀·雾,使用冰狞龙素材制成的片手剑。,1,11,ep_em063_u01_07,1,1,1,2,1,4,2,0,0,1,0,0,1600000,8000,0,0,0,,340850,340850,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,3,10,177,0,0,1750000,230000,560000,990000,1320000,1900000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,90,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10212,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.78,,,,,,,1.41,,,,,,,,,,,,,
134752,冰刀·霜,使用冰狞龙素材制成的片手剑。,1,15,ep_em063_u01_07,1,1,1,2,1,4,2,0,0,1,0,0,4000000,20000,0,0,0,,340850,340850,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,3,10,287,0,0,2250000,230000,560000,990000,1320000,1900000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,152,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10212,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.06,,,,,,,1.62,,,,,,,,,,,,,
53753,方圆定规天S19,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的片手。巨型卡尺一般的片手剑，仿佛能够藉此来界定狩猎的规则。,180,4,ep_pvp002_u18_p,1,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,420524,0,,340865,340865,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,1210,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
53754,方圆定规极S19,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的片手。巨型卡尺一般的片手剑，仿佛能够藉此来界定狩猎的规则。,180,4,ep_pvp002_u18_p,1,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,421924,0,,340865,340865,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,1210,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
439140,海之精魄,7天时装武器<BR>片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,604800,,340866,340866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439141,海之精魄,30天时装武器<BR>片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,2592000,,340866,340866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439142,海之精魄,365天时装武器<BR>片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,31536000,,340866,340866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439143,海之精魄,无时限时装武器<BR>片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,401243,0,,340866,340866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439240,海之精魄·S,7天时装武器<BR>S级海之精魄，片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,604800,,340867,340867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439241,海之精魄·S,30天时装武器<BR>S级海之精魄，片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,2592000,,340867,340867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439242,海之精魄·S,365天时装武器<BR>S级海之精魄，片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,31536000,,340867,340867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439243,海之精魄·S,无时限时装武器<BR>S级海之精魄，片手武器时装，根据水母与机械相结合的灵感，精心制作而成的海洋系列武器时装。,1,4,ep_ma123_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,402643,0,,340867,340867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53755,方圆定规天S20,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的片手。巨型卡尺一般的片手剑，仿佛能够藉此来界定狩猎的规则。,180,4,ep_pvp002_u19_p,1,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,420524,0,,340873,340873,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,1225,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
53756,方圆定规极S20,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的片手。巨型卡尺一般的片手剑，仿佛能够藉此来界定狩猎的规则。,180,4,ep_pvp002_u19_p,1,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,421924,0,,340873,340873,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,1225,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
53757,狱剑龙鳞,狱狼龙力量觉醒的片手，闪耀着的暗黑之力能将敌方歼灭。,1,7,ep_em087_u01_07,1,1,1,2,1,4,2,0,0,1,0,0,320000,1600,0,0,0,,340870,340870,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,156,0,-12,1250000,660000,850000,1040000,1640000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,78,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10213,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.58,,,,,,1.77,,,,,,,,,,,,,,
133757,狱剑龙鳞,狱狼龙力量觉醒的片手，闪耀着的暗黑之力能将敌方歼灭。,1,11,ep_em087_u01_07,1,1,1,2,1,4,2,0,0,1,0,0,1600000,8000,0,0,0,,340870,340870,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,231,0,-16,1750000,660000,850000,1040000,1640000,1970000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,114,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10213,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.62,,,,,,1.79,,,,,,,,,,,,,,
134757,狼牙剑【欲狱】,狱狼龙力量觉醒的片手，闪耀着的暗黑之力能将敌方歼灭。,1,15,ep_em087_u01_07,1,1,1,2,1,4,2,0,0,1,0,0,4000000,20000,0,0,0,,340870,340870,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,343,0,-20,2250000,660000,850000,1040000,1640000,1970000,2460000,3250000,4000000,4000000,4000000,300,0,0,0,0,169,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10213,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.65,,,,,,1.81,,,,,,,,,,,,,,
439740,靛青片手·天罡,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp012_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,604800,,340880,340880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439741,靛青片手·天罡,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp012_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,2592000,,340880,340880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439742,靛青片手·天罡,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp012_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,31536000,,340880,340880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439743,靛青片手·天罡,无时限时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp012_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,401243,0,,340880,340880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53758,蔷薇短剑,使用棘龙素材的片手剑，美丽的真红之刃中隐藏着见血封喉的剧毒。,1,7,ep_em036_07,1,1,1,2,1,4,2,0,0,1,0,0,320000,1600,0,0,0,,340881,340881,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,182,0,3,1250000,320000,580000,950000,1550000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,26,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10215,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.17,,,,,,,,,,,,,,,,,0.6,,,
133758,蔷薇痛苦,使用棘龙素材的片手剑，美丽的真红之刃中隐藏着见血封喉的剧毒。,1,11,ep_em036_07,1,1,1,2,1,4,2,0,0,1,0,0,1600000,8000,0,0,0,,340881,340881,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,256,0,5,1750000,320000,580000,950000,1550000,2120000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,37,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10215,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.02,,,,,,,,,,,,,,,,,0.57,,,
134758,蔷薇蔓延,使用棘龙素材的片手剑，美丽的真红之刃中隐藏着见血封喉的剧毒。,1,15,ep_em036_07,1,1,1,2,1,4,2,0,0,1,0,0,4000000,20000,0,0,0,,340881,340881,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,2,10,352,0,8,2250000,320000,580000,950000,1550000,2120000,2390000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,62,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10215,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.76,,,,,,,,,,,,,,,,,0.66,,,
53759,方圆定规天S21,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的片手。巨型卡尺一般的片手剑，仿佛能够藉此来界定狩猎的规则。,180,4,ep_pvp002_u20_p,1,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,420524,0,,340891,340891,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,1240,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
53760,方圆定规极S21,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的片手。巨型卡尺一般的片手剑，仿佛能够藉此来界定狩猎的规则。,180,4,ep_pvp002_u20_p,1,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,421924,0,,340891,340891,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,1240,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
440240,修罗玲珑刺,7天时装武器<BR>片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,604800,,340893,340893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440241,修罗玲珑刺,30天时装武器<BR>片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,2592000,,340893,340893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440242,修罗玲珑刺,365天时装武器<BR>片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,31536000,,340893,340893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440243,修罗玲珑刺,无时限时装武器<BR>片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,401243,0,,340893,340893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440340,修罗玲珑刺·S,7天时装武器<BR>S级片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,604800,,340894,340894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440341,修罗玲珑刺·S,30天时装武器<BR>S级片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,2592000,,340894,340894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440342,修罗玲珑刺·S,365天时装武器<BR>S级片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,0,31536000,,340894,340894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440343,修罗玲珑刺·S,无时限时装武器<BR>S级片手武器时装，剑身在黑烟裹挟的岩浆中锻造而成，周身流动的着滚烫的熔岩，隐隐散发出修罗地狱的气息。,1,4,ep_ma125_p,1,1,1,2,5,4,2,0,0,1,0,0,99999,1,1,402643,0,,340894,340894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
