# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,LV1蓄力,LV2蓄力,LV3蓄力,LV4蓄力,积攒满次数,满槽速度,弓满槽值,箭筒,携带数量,弦韧度,曲射类型1,曲射类型2,曲射类型3,曲射类型4,携带瓶1种类,携带瓶1数量,携带瓶2种类,携带瓶2数量,携带瓶3种类,携带瓶3数量,携带瓶4种类,携带瓶4数量,携带瓶5种类,携带瓶5数量,特殊箭种类1,特殊箭数量1,特殊箭种类2,特殊箭数量2,特殊箭种类3,特殊箭数量3,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
434002,国威弓·S,365天时装武器<BR>S级国威弓，红色与黄色搭配的弓武器时装。红色象征激情与奋斗，黄色代表丰盈与辉煌，红与黄的搭配更是代表东方传统的吉庆颜色。,1,4,ep_masp039_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400754,400754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434003,国威弓·S,无时限时装武器<BR>S级国威弓，红色与黄色搭配的弓武器时装。红色象征激情与奋斗，黄色代表丰盈与辉煌，红与黄的搭配更是代表东方传统的吉庆颜色。,1,4,ep_masp039_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400754,400754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434100,镶羽猎弓·S,7天时装武器<BR>S级镶羽猎弓，镶以羽毛为装饰的S级弓武器时装。羽毛覆于外表带来雍容外观同时，也在使用时更好利用了空气动力，降低风阻。,1,4,ep_masp040_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400755,400755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434101,镶羽猎弓·S,30天时装武器<BR>S级镶羽猎弓，镶以羽毛为装饰的S级弓武器时装。羽毛覆于外表带来雍容外观同时，也在使用时更好利用了空气动力，降低风阻。,1,4,ep_masp040_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400755,400755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434102,镶羽猎弓·S,365天时装武器<BR>S级镶羽猎弓，镶以羽毛为装饰的S级弓武器时装。羽毛覆于外表带来雍容外观同时，也在使用时更好利用了空气动力，降低风阻。,1,4,ep_masp040_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400755,400755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434103,镶羽猎弓·S,无时限时装武器<BR>S级镶羽猎弓，镶以羽毛为装饰的S级弓武器时装。羽毛覆于外表带来雍容外观同时，也在使用时更好利用了空气动力，降低风阻。,1,4,ep_masp040_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400755,400755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59730,霸弓·逆光,武器中寄宿着霸龙之力让人畏惧，微弱的光亮中能感到凌驾一切的压倒性力量。,1,7,ep_em045_10,1,1,1,2,1,10,2,0,0,1,0,0,320000,1600,0,0,0,,400763,400763,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,174,0,15,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,17,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,2,7,,6,特快,40,1,-1,100,,,天型2级,,毒瓶,10,接击瓶,6,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10202,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.97,,,,,,0.39,,,,,,,,,,,,,,
193714,Ruinedblood·Havoc,武器中寄宿着霸龙之力让人畏惧，微弱的光亮中能感到凌驾一切的压倒性力量。,1,11,ep_em045_10,1,1,1,2,1,10,2,0,0,1,0,0,1600000,8000,0,0,0,,400763,400763,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,282,0,15,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,24,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,3,7,,6,特快,40,1,-1,100,,,天型3级,,毒瓶,12,接击瓶,11,强击瓶,10,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10202,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.43,,,,,,0.37,,,,,,,,,,,,,,
194714,Ruinedblood·Bane,武器中寄宿着霸龙之力让人畏惧，微弱的光亮中能感到凌驾一切的压倒性力量。,1,15,ep_em045_10,1,1,1,2,1,10,2,0,0,1,0,0,4000000,20000,0,0,0,,400763,400763,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,364,0,15,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,35,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,4,8,,6,特快,40,1,-1,100,,,天型3级,,毒瓶,16,接击瓶,15,强击瓶,16,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10202,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.88,,,,,,0.37,,,,,,,,,,,,,,
59731,钢轮灭射天S13,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,150,4,ep_pvp002_u12_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,420524,0,,400768,400768,150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,16,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1525,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59732,钢轮灭射极S13,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,150,4,ep_pvp002_u12_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,421924,0,,400768,400768,150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,16,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1525,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
435300,星尘晶弓,7天时装武器<BR>使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400779,400779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435301,星尘晶弓,30天时装武器<BR>使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400779,400779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435302,星尘晶弓,365天时装武器<BR>使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400779,400779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435303,星尘晶弓,无时限时装武器<BR>使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,400303,0,,400779,400779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435400,星尘晶弓·S,7天时装武器<BR>S级星尘晶弓，使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400780,400780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435401,星尘晶弓·S,30天时装武器<BR>S级星尘晶弓，使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400780,400780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435402,星尘晶弓·S,365天时装武器<BR>S级星尘晶弓，使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400780,400780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435403,星尘晶弓·S,无时限时装武器<BR>S级星尘晶弓，使用星星上陨落的尘埃为材料，结晶后打造而成的猎弓——来自大地女王的“精灵女王”为我们带来这套弓武器时装。,1,4,ep_ma114_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400780,400780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,特快,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59733,钢轮灭射天S14,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,150,4,ep_pvp002_u13_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,420524,0,,400781,400781,150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,16,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1525,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59734,钢轮灭射极S14,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,150,4,ep_pvp002_u13_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,421924,0,,400781,400781,150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,16,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1525,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59735,怒发弓,蛮龙素材制作的外形独特的长弓，极大的体现了蛮龙的蛮荒之力。,1,6,ep_em062_10,1,1,1,2,1,10,2,0,0,1,0,0,200000,1000,0,0,0,,400783,400783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,85,0,5,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,61,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,3,4,6,特快,40,1,-1,100,,,天型2级,天型3级,强击瓶,10,麻瓶,7,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10203,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.19,,,1.58,,,,,,,,,,,,,,,,,
193715,怒发弓【夜雾】,蛮龙素材制作的外形独特的长弓，极大的体现了蛮龙的蛮荒之力。,1,10,ep_em062_10,1,1,1,2,1,10,2,0,0,1,0,0,1200000,6000,0,0,0,,400783,400783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,198,0,10,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,92,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,4,6,特快,40,1,-1,100,,,天型2级,天型3级,强击瓶,10,麻瓶,12,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10203,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.36,,,1.56,,,,,,,,,,,,,,,,,
194715,怒发弓【冰雨】,蛮龙素材制作的外形独特的长弓，极大的体现了蛮龙的蛮荒之力。,1,14,ep_em062_10,1,1,1,2,1,10,2,0,0,1,0,0,3200000,16000,0,0,0,,400783,400783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,290,0,10,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,135,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,3,4,6,特快,40,1,-1,100,,,天型2级,天型3级,强击瓶,16,麻瓶,16,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10203,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.36,,,1.56,,,,,,,,,,,,,,,,,
59736,劫·棘射,使用劫龙棘刺制作的弓，射出的箭速度甚至连光都无法追上。,1,5,ep_em050_10,1,1,1,2,1,10,2,0,0,1,0,0,150000,750,0,0,0,,400799,400799,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,135,0,8,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1,2,7,6,特快,40,1,-1,100,,,地型2级,地型2级,强击瓶,12,,,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10204,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.99,,,,,,,,,,,,,,,,,,,,
193716,劫·棘射【无限】,使用劫龙棘刺制作的弓，射出的箭速度甚至连光都无法追上。,1,9,ep_em050_10,1,1,1,2,1,10,2,0,0,1,0,0,800000,4000,0,0,0,,400799,400799,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,217,0,12,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1,3,7,6,特快,40,1,-1,100,,,地型2级,地型2级,强击瓶,12,接击瓶,8,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10204,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.03,,,,,,,,,,,,,,,,,,,,
194716,劫·棘射【崩坏】,使用劫龙棘刺制作的弓，射出的箭速度甚至连光都无法追上。,1,13,ep_em050_10,1,1,1,2,1,10,2,0,0,1,0,0,2500000,12500,0,0,0,,400799,400799,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,318,0,15,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,2,4,8,6,特快,40,1,-1,100,,,地型3级,地型3级,强击瓶,16,接击瓶,12,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10204,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.04,,,,,,,,,,,,,,,,,,,,
59737,钢轮灭射天S15,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,165,4,ep_pvp002_u14_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,420524,0,,400797,400797,165,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,16,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59738,钢轮灭射极S15,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,165,4,ep_pvp002_u14_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,421924,0,,400797,400797,165,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,16,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1526,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
